[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:00.10,0:00:01.00,Default,,0000,0000,0000,,ぬううっ！
Dialogue: 0,0:00:01.20,0:00:02.60,Default,,0000,0000,0000,,ぬううううっ！
Dialogue: 0,0:00:02.80,0:00:03.40,Default,,0000,0000,0000,,痛っ！
Dialogue: 0,0:00:03.70,0:00:04.40,Default,,0000,0000,0000,,うぐっ！
Dialogue: 0,0:00:05.10,0:00:07.70,Default,,0000,0000,0000,,フフフフフフフ。
Dialogue: 0,0:00:08.90,0:00:09.50,Default,,0000,0000,0000,,そりゃあああああ！
Dialogue: 0,0:00:10.40,0:00:10.80,Default,,0000,0000,0000,,ぐはっ！
Dialogue: 0,0:00:15.30,0:00:15.70,Default,,0000,0000,0000,,うぐっ！
Dialogue: 0,0:00:15.90,0:00:16.10,Default,,0000,0000,0000,,痛っ！
Dialogue: 0,0:00:16.30,0:00:18.30,Default,,0000,0000,0000,,むぐっ。
Dialogue: 0,0:00:18.50,0:00:18.90,Default,,0000,0000,0000,,痛っ！
Dialogue: 0,0:00:19.10,0:00:19.70,Default,,0000,0000,0000,,むぐっ。
Dialogue: 0,0:00:20.10,0:00:20.60,Default,,0000,0000,0000,,痛っ！
Dialogue: 0,0:00:22.00,0:00:22.50,Default,,0000,0000,0000,,うぐっ！
Dialogue: 0,0:00:22.70,0:00:23.10,Default,,0000,0000,0000,,ぐぬぬ。
Dialogue: 0,0:00:23.40,0:00:23.80,Default,,0000,0000,0000,,うぐっ！
Dialogue: 0,0:00:24.70,0:00:26.65,Default,,0000,0000,0000,,ぐぬぬ。
Dialogue: 0,0:00:26.75,0:00:28.70,Default,,0000,0000,0000,,ぐはあああああああ。
