[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:00.20,0:00:01.00,Default,,0000,0000,0000,,おっと。
Dialogue: 0,0:00:02.00,0:00:02.40,Default,,0000,0000,0000,,痛っ！
Dialogue: 0,0:00:02.80,0:00:03.20,Default,,0000,0000,0000,,痛いっ！
Dialogue: 0,0:00:03.40,0:00:03.80,Default,,0000,0000,0000,,ああっ！
Dialogue: 0,0:00:04.00,0:00:04.60,Default,,0000,0000,0000,,うぐっ！
Dialogue: 0,0:00:04.80,0:00:05.20,Default,,0000,0000,0000,,おおっ！
Dialogue: 0,0:00:05.40,0:00:05.60,Default,,0000,0000,0000,,痛たた！
Dialogue: 0,0:00:05.90,0:00:06.30,Default,,0000,0000,0000,,痛っ！
Dialogue: 0,0:00:06.50,0:00:07.00,Default,,0000,0000,0000,,おいっ！
Dialogue: 0,0:00:07.10,0:00:07.60,Default,,0000,0000,0000,,ぐはっ！
Dialogue: 0,0:00:07.80,0:00:08.50,Default,,0000,0000,0000,,うぐっ！
Dialogue: 0,0:00:08.55,0:00:09.00,Default,,0000,0000,0000,,痛っ！
Dialogue: 0,0:00:09.20,0:00:09.60,Default,,0000,0000,0000,,痛いっ！
Dialogue: 0,0:00:09.80,0:00:10.30,Default,,0000,0000,0000,,おいっ！
Dialogue: 0,0:00:10.40,0:00:10.90,Default,,0000,0000,0000,,ぐはっ！
Dialogue: 0,0:00:11.00,0:00:11.60,Default,,0000,0000,0000,,おおっ！
Dialogue: 0,0:00:12.10,0:00:12.80,Default,,0000,0000,0000,,痛たた！
Dialogue: 0,0:00:13.20,0:00:13.90,Default,,0000,0000,0000,,おおっ！
Dialogue: 0,0:00:16.00,0:00:17.30,Default,,0000,0000,0000,,奴は持っていないな。
Dialogue: 0,0:00:17.50,0:00:19.80,Default,,0000,0000,0000,,見た目ほど馬鹿じゃないってことか。
Dialogue: 0,0:00:20.00,0:00:20.90,Default,,0000,0000,0000,,それで、これからどうする？
Dialogue: 0,0:00:21.50,0:00:23.30,Default,,0000,0000,0000,,ドナに報告した方がよさそうだな。
