[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:01.00,0:00:01.30,Default,,0000,0000,0000,,ふんっ！
Dialogue: 0,0:00:01.40,0:00:02.30,Default,,0000,0000,0000,,わああっ！
Dialogue: 0,0:00:02.50,0:00:03.40,Default,,0000,0000,0000,,おえっ、最悪……
Dialogue: 0,0:00:03.55,0:00:06.40,Default,,0000,0000,0000,,なんだ？　おい！　待て！　私は……
Dialogue: 0,0:00:06.80,0:00:08.20,Default,,0000,0000,0000,,あなたの言う通りだったわ、ルーファス。
Dialogue: 0,0:00:08.40,0:00:10.20,Default,,0000,0000,0000,,シーガルはバカよ。
Dialogue: 0,0:00:10.40,0:00:14.30,Default,,0000,0000,0000,,彼について警告しようとしてくれたのは、とても……高潔だったわ。
Dialogue: 0,0:00:15.40,0:00:16.00,Default,,0000,0000,0000,,ありがとう。
Dialogue: 0,0:00:16.20,0:00:16.60,Default,,0000,0000,0000,,はぁ？
Dialogue: 0,0:00:16.70,0:00:19.80,Default,,0000,0000,0000,,ふむ……
Dialogue: 0,0:00:20.90,0:00:21.50,Default,,0000,0000,0000,,ぶるぶるぶる。
Dialogue: 0,0:00:22.20,0:00:23.45,Default,,0000,0000,0000,,ぐぬぬ。
