[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:00.40,0:00:01.00,Default,,0000,0000,0000,,へへっ。
Dialogue: 0,0:00:04.50,0:00:05.30,Default,,0000,0000,0000,,ふむふむ！
Dialogue: 0,0:00:08.40,0:00:09.30,Default,,0000,0000,0000,,ああ。
Dialogue: 0,0:00:10.70,0:00:11.50,Default,,0000,0000,0000,,うーむ……そうだな……。
Dialogue: 0,0:00:11.60,0:00:12.60,Default,,0000,0000,0000,,うおおおおおおおおお！
Dialogue: 0,0:00:13.20,0:00:14.20,Default,,0000,0000,0000,,うーむ……そうだな……。
Dialogue: 0,0:00:15.40,0:00:16.40,Default,,0000,0000,0000,,むむむ。
Dialogue: 0,0:00:20.90,0:00:24.10,Default,,0000,0000,0000,,ルーファシュ万歳！　俺たちの、いわば……先鋒だ！
Dialogue: 0,0:00:24.20,0:00:25.00,Default,,0000,0000,0000,,おおーーーーーい……
Dialogue: 0,0:00:25.10,0:00:25.70,Default,,0000,0000,0000,,イエーーーーイ！
Dialogue: 0,0:00:27.10,0:00:27.30,Default,,0000,0000,0000,,うーむ……
