[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:02.60,0:00:04.70,Default,,0000,0000,0000,,奴らはどこからともなく現れた。
Dialogue: 0,0:00:06.25,0:00:10.20,Default,,0000,0000,0000,,巡洋艦にプラズマ兵器、そして機械の髭を蓄えてな。
Dialogue: 0,0:00:13.20,0:00:14.50,Default,,0000,0000,0000,,オルガノンだ。
Dialogue: 0,0:00:16.70,0:00:19.20,Default,,0000,0000,0000,,奴らは力ずくで我々の村を占領した。
Dialogue: 0,0:00:19.25,0:00:23.45,Default,,0000,0000,0000,,涙と破壊の他には、何も残さなかった。
Dialogue: 0,0:00:26.00,0:00:27.90,Default,,0000,0000,0000,,奴らの狙いはゴールだった。
Dialogue: 0,0:00:28.80,0:00:30.75,Default,,0000,0000,0000,,エリジウムの女だ。
Dialogue: 0,0:00:30.80,0:00:33.50,Default,,0000,0000,0000,,空から降ってきた少女。
Dialogue: 0,0:00:35.30,0:00:38.80,Default,,0000,0000,0000,,そして、彼女を救う覚悟ができていたのは、たった一人だけだった。
Dialogue: 0,0:00:39.20,0:00:41.30,Default,,0000,0000,0000,,彼が彼女を目覚めさせた。
Dialogue: 0,0:00:42.70,0:00:44.40,Default,,0000,0000,0000,,フィアンセに連絡を取り、
Dialogue: 0,0:00:46.20,0:00:50.00,Default,,0000,0000,0000,,アセンションステーション下層へと連れて行った。
Dialogue: 0,0:00:50.20,0:00:53.90,Default,,0000,0000,0000,,だが、そこで彼が知ったのは衝撃の真実だった。
Dialogue: 0,0:00:54.55,0:00:58.80,Default,,0000,0000,0000,,ゴールのフィアンセ、クレタスは愛ゆえに動いていたのではなかった。
Dialogue: 0,0:00:59.75,0:01:01.75,Default,,0000,0000,0000,,奴は密約を交わしていたのだ。
Dialogue: 0,0:01:03.45,0:01:07.85,Default,,0000,0000,0000,,オルガノンの謎めいた指導者、ユリシーズとな。
Dialogue: 0,0:01:08.90,0:01:11.70,Default,,0000,0000,0000,,そしてその右腕、アルガスとも。
Dialogue: 0,0:01:12.40,0:01:15.00,Default,,0000,0000,0000,,奴らはアセンションコードを必要としていた。
Dialogue: 0,0:01:15.20,0:01:18.55,Default,,0000,0000,0000,,ゴールの脳内インプラントに隠されたコードを。
Dialogue: 0,0:01:18.60,0:01:20.70,Default,,0000,0000,0000,,そして奴らは彼女の記憶を消し去ろうとした。
Dialogue: 0,0:01:21.40,0:01:27.75,Default,,0000,0000,0000,,我々の世界に人が住んでいることを、エリジウムの誰にも知られないようにするために。
Dialogue: 0,0:01:29.85,0:01:33.00,Default,,0000,0000,0000,,奴らの目的は、想像を絶するほど恐ろしいものだった。
Dialogue: 0,0:01:36.35,0:01:38.50,Default,,0000,0000,0000,,我々の世界を爆破しようとしていたのだ。
Dialogue: 0,0:01:44.65,0:01:47.80,Default,,0000,0000,0000,,だが、奴らは「彼」の存在を計算に入れていなかった。
Dialogue: 0,0:01:51.20,0:01:52.90,Default,,0000,0000,0000,,彼がカートリッジをすり替えた。
Dialogue: 0,0:01:55.50,0:01:57.90,Default,,0000,0000,0000,,そして、ゴールの記憶を復元した。
Dialogue: 0,0:01:58.50,0:02:01.90,Default,,0000,0000,0000,,彼女がエリジウムに真実を伝えられるように。
Dialogue: 0,0:02:05.60,0:02:08.20,Default,,0000,0000,0000,,その男の名は……
Dialogue: 0,0:02:08.40,0:02:10.90,Default,,0000,0000,0000,,……無私の英雄……
Dialogue: 0,0:02:11.30,0:02:12.95,Default,,0000,0000,0000,,……ルーファスだ。
