[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:00.05,0:00:00.70,Default,,0000,0000,0000,,準備はいい？
Dialogue: 0,0:00:01.05,0:00:02.08,Default,,0000,0000,0000,,さあ、どうかな……
Dialogue: 0,0:00:02.29,0:00:05.45,Default,,0000,0000,0000,,この格好、本当にふさわしいと思うか？
Dialogue: 0,0:00:05.64,0:00:06.73,Default,,0000,0000,0000,,でも、ルーファス……
Dialogue: 0,0:00:07.00,0:00:09.06,Default,,0000,0000,0000,,あなたがデポニア人だってことは、みんな知ってるわ。
Dialogue: 0,0:00:09.23,0:00:09.96,Default,,0000,0000,0000,,覚えてるわよね？
Dialogue: 0,0:00:10.19,0:00:11.72,Default,,0000,0000,0000,,もう、ふりをする必要なんてないの。
Dialogue: 0,0:00:12.03,0:00:13.24,Default,,0000,0000,0000,,二度とね。
Dialogue: 0,0:00:13.48,0:00:15.28,Default,,0000,0000,0000,,ただ、自分自身でいればいいのよ。
Dialogue: 0,0:00:15.62,0:00:18.17,Default,,0000,0000,0000,,永遠に……ルーファス。
Dialogue: 0,0:00:18.34,0:00:19.68,Default,,0000,0000,0000,,でも、これは……
Dialogue: 0,0:00:19.71,0:00:21.80,Default,,0000,0000,0000,,……最高にクールだ。
Dialogue: 0,0:00:30.51,0:00:33.19,Default,,0000,0000,0000,,ああ！ 英雄たちのお出ましだ。
Dialogue: 0,0:00:33.51,0:00:35.34,Default,,0000,0000,0000,,デポニアの救世主たちよ。
Dialogue: 0,0:00:35.60,0:00:38.56,Default,,0000,0000,0000,,ふむ。随分な窮地に追い込んでくれたものだな。
Dialogue: 0,0:00:38.87,0:00:41.87,Default,,0000,0000,0000,,君たちの報告は、我々に困難なジレンマを突きつけている。
Dialogue: 0,0:00:42.19,0:00:49.09,Default,,0000,0000,0000,,当然ながら、デポニアに人が住んでいると分かった以上、ユートピアへの旅は当面中止だ。
Dialogue: 0,0:00:49.39,0:00:53.13,Default,,0000,0000,0000,,だが、ハイ・ボートは破壊され、ケーブルも切断された。
Dialogue: 0,0:00:53.41,0:00:59.14,Default,,0000,0000,0000,,しかも、これほど多くの新市民を乗せては、資源は予想よりも早く使い果たされるだろう。
Dialogue: 0,0:00:59.44,0:01:02.02,Default,,0000,0000,0000,,エリジウムはこれからどうなるのだ？
Dialogue: 0,0:01:02.24,0:01:04.35,Default,,0000,0000,0000,,デポニアに着陸せざるを得ないのか？
Dialogue: 0,0:01:04.59,0:01:05.68,Default,,0000,0000,0000,,それが解決策なのか？
Dialogue: 0,0:01:06.04,0:01:07.94,Default,,0000,0000,0000,,あまりにも問いが多すぎる……
Dialogue: 0,0:01:08.10,0:01:10.70,Default,,0000,0000,0000,,あいにくですが、私にはお答えできません、閣下。
Dialogue: 0,0:01:10.97,0:01:13.90,Default,,0000,0000,0000,,ですが、ここにいるデポニア人は真の天才です。
Dialogue: 0,0:01:14.06,0:01:15.64,Default,,0000,0000,0000,,だ、誰が……俺？
Dialogue: 0,0:01:16.12,0:01:20.67,Default,,0000,0000,0000,,もし風変わりなアイデアに行き詰まっているのなら……彼の想像力には限界がありません。
Dialogue: 0,0:01:20.89,0:01:21.75,Default,,0000,0000,0000,,さあ！
Dialogue: 0,0:01:22.26,0:01:24.39,Default,,0000,0000,0000,,どんな提案でも歓迎しよう！
Dialogue: 0,0:01:24.65,0:01:26.61,Default,,0000,0000,0000,,あの……でも……ゴール！
Dialogue: 0,0:01:26.97,0:01:27.80,Default,,0000,0000,0000,,あなたならできるわ。
Dialogue: 0,0:01:28.07,0:01:35.03,Default,,0000,0000,0000,,まあ……その……へへっ……エリジウムに……ロケットを取り付けるのはどうだ？
Dialogue: 0,0:01:35.42,0:01:36.29,Default,,0000,0000,0000,,続けて。
