[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:08.19,0:00:11.70,Default,,0000,0000,0000,,ルーファスがクローン？ うわあ！ こりゃ驚いた。
Dialogue: 0,0:00:11.90,0:00:14.97,Default,,0000,0000,0000,,度肝を抜かれるニュースだが、君なら乗り越えられるさ。
Dialogue: 0,0:00:15.12,0:00:18.47,Default,,0000,0000,0000,,レインコートを着て、ズボンをずり上げろ。
Dialogue: 0,0:00:18.66,0:00:21.71,Default,,0000,0000,0000,,もう一度だけ、希望の火がちらついている。
Dialogue: 0,0:00:21.99,0:00:25.11,Default,,0000,0000,0000,,真っ暗闇な場所じゃ、誰かに確認してもらう必要がある。
Dialogue: 0,0:00:25.28,0:00:28.63,Default,,0000,0000,0000,,トンネルの先の電球をな。そしてもし運良く、
Dialogue: 0,0:00:28.85,0:00:31.64,Default,,0000,0000,0000,,そこがクローン研究所なら、飛躍的な進歩の準備をしろ。
Dialogue: 0,0:00:31.91,0:00:35.62,Default,,0000,0000,0000,,ルーファスが３人なら、刺激も３倍だ。
Dialogue: 0,0:00:35.83,0:00:38.82,Default,,0000,0000,0000,,ハッザー！ ……３倍のクズだな！
Dialogue: 0,0:00:38.00,0:00:40.60,Default,,0000,0000,0000,,違う、クソッ！ 刺激だ！ 刺激が３倍だ！
Dialogue: 0,0:00:39.00,0:00:41.00,Default,,0000,0000,0000,,すまん……
