[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:07.50,0:00:08.80,Default,,0000,0000,0000,,全く情けない話だぜ
Dialogue: 0,0:00:08.85,0:00:10.90,Default,,0000,0000,0000,,皿が汚れてるくらいで
Dialogue: 0,0:00:10.95,0:00:12.50,Default,,0000,0000,0000,,そんなにカリカリ
Dialogue: 0,0:00:12.55,0:00:14.50,Default,,0000,0000,0000,,しなくたっていいだろ。
Dialogue: 0,0:00:14.55,0:00:16.15,Default,,0000,0000,0000,,お前の小言にはもう飽き飽きだ
Dialogue: 0,0:00:16.20,0:00:17.90,Default,,0000,0000,0000,,親父たちのことを思い出せよ
Dialogue: 0,0:00:17.95,0:00:19.20,Default,,0000,0000,0000,,ゴミと悪臭にまみれた
Dialogue: 0,0:00:19.25,0:00:21.10,Default,,0000,0000,0000,,世界で生きてたんだ。
Dialogue: 0,0:00:21.15,0:00:22.80,Default,,0000,0000,0000,,だが全ての希望が消えかけた時
Dialogue: 0,0:00:22.85,0:00:24.65,Default,,0000,0000,0000,,塵の中から一人の男が立ち上がった
Dialogue: 0,0:00:24.70,0:00:26.40,Default,,0000,0000,0000,,ハンサムで抜け目がなくて
Dialogue: 0,0:00:26.45,0:00:28.10,Default,,0000,0000,0000,,髪型もキマってる。
Dialogue: 0,0:00:28.15,0:00:30.10,Default,,0000,0000,0000,,その瞳には勇気が宿り
Dialogue: 0,0:00:30.15,0:00:31.75,Default,,0000,0000,0000,,「あばよ、お前ら」と言い放つ
Dialogue: 0,0:00:31.80,0:00:33.00,Default,,0000,0000,0000,,「余計なお世話だ
Dialogue: 0,0:00:33.05,0:00:34.85,Default,,0000,0000,0000,,俺はもう行くぜ、さよならだ」
Dialogue: 0,0:00:35.10,0:00:38.01,Default,,0000,0000,0000,,ハッザー！ 彼はもう行く、さよならだ！
