[Script Info]
ScriptType: v4.00+
Collisions: Normal
PlayResX: 384
PlayResY: 288
Timer: 100.0000

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Tahoma,24,&H00FFFFFF,&H00FFFFFF,&H00FFFFFF,&H00C0C0C0,-1,0,0,0,100,100,0,0.00,1,2,3,2,20,20,20,1

[Events]
Format: Layer, Start, End, Style, Actor, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:09.00,0:00:10.00,Default,,0000,0000,0000,,さて…
Dialogue: 0,0:00:10.20,0:00:11.40,Default,,0000,0000,0000,,これで終わりだな。
Dialogue: 0,0:00:12.40,0:00:14.40,Default,,0000,0000,0000,,俺もそろそろ行くとするか。
Dialogue: 0,0:00:14.50,0:00:17.00,Default,,0000,0000,0000,,クヴァクまでの道のりは長いし…
Dialogue: 0,0:00:17.10,0:00:19.50,Default,,0000,0000,0000,,…終末への備えもしなきゃいけないからな。
Dialogue: 0,0:00:20.00,0:00:22.00,Default,,0000,0000,0000,,そう急ぐな、坊や。
Dialogue: 0,0:00:22.20,0:00:25.00,Default,,0000,0000,0000,,そのまま帰れるとでも思ったか？
Dialogue: 0,0:00:25.05,0:00:26.00,Default,,0000,0000,0000,,お前は知りすぎた。
Dialogue: 0,0:00:26.05,0:00:29.85,Default,,0000,0000,0000,,それに、我々の持ち物を持っているはずだ…
Dialogue: 0,0:00:30.30,0:00:31.40,Default,,0000,0000,0000,,ああ、そうだ…
Dialogue: 0,0:00:32.00,0:00:33.10,Default,,0000,0000,0000,,…カートリッジだ。
Dialogue: 0,0:00:35.40,0:00:37.01,Default,,0000,0000,0000,,それを渡せ！
Dialogue: 0,0:00:37.10,0:00:39.20,Default,,0000,0000,0000,,どうした？ 何を待っている？
Dialogue: 0,0:00:39.75,0:00:40.80,Default,,0000,0000,0000,,おっと。
Dialogue: 0,0:00:40.90,0:00:42.00,Default,,0000,0000,0000,,嫌だああああああ！
Dialogue: 0,0:00:43.00,0:00:45.60,Default,,0000,0000,0000,,ハハッ！ あばよ、マヌケども！
Dialogue: 0,0:00:54.50,0:00:55.60,Default,,0000,0000,0000,,ああ…なんてことだ…
Dialogue: 0,0:00:56.00,0:00:58.01,Default,,0000,0000,0000,,あの裏切り者を捕まえろ！ 撃て！
Dialogue: 0,0:00:59.10,0:01:00.20,Default,,0000,0000,0000,,どうした、友よ？
Dialogue: 0,0:01:00.20,0:01:02.20,Default,,0000,0000,0000,,何か落としたか？
Dialogue: 0,0:01:03.00,0:01:04.00,Default,,0000,0000,0000,,カートリッジだ！
Dialogue: 0,0:01:04.90,0:01:08.00,Default,,0000,0000,0000,,ええと… お見事です、総督閣下。
